series_name,e_nf@hi.a,empl@hi.a,ur@hi.a,nr@hi.a,y@hi.a,inf@hon.a,y_r@hi.a,ypc_r@hi.a,ys_r@hi.a,vis@hi.a,visus@hi.a,visjp@hi.a,visres@hi.a,vlos@hi.a,vday@hi.a,prm@hi.a,ocup%@hi.a,vexp@hi.a,e_nf@hon.a,empl@hon.a,ur@hon.a,nr@hon.a,y@hon.a,inf@hon.a,y_r@hon.a,ypc_r@hon.a,ys_r@hon.a,vis@hon.a,visus@hon.a,visjp@hon.a,visres@hon.a,vlos@hon.a,vday@hon.a,prm@hon.a,ocup%@hon.a,vexp@hon.a,e_nf@mau.a,empl@mau.a,ur@mau.a,nr@mau.a,y@mau.a,inf@hon.a,y_r@mau.a,ypc_r@mau.a,ys_r@mau.a,vis@mau.a,visus@mau.a,visjp@mau.a,visres@mau.a,vlos@mau.a,vday@mau.a,prm@mau.a,ocup%@mau.a,vexp@mau.a,e_nf@kau.a,empl@kau.a,ur@kau.a,nr@kau.a,y@kau.a,inf@hon.a,y_r@kau.a,ypc_r@kau.a,ys_r@kau.a,vis@kau.a,visus@kau.a,visjp@kau.a,visres@kau.a,vlos@kau.a,vday@kau.a,prm@kau.a,ocup%@kau.a,vexp@kau.a,e_nf@haw.a,empl@haw.a,ur@haw.a,nr@haw.a,y@haw.a,inf@hon.a,y_r@haw.a,ypc_r@haw.a,ys_r@haw.a,vis@haw.a,visus@haw.a,visjp@haw.a,visres@haw.a,vlos@haw.a,vday@haw.a,prm@haw.a,ocup%@haw.a,vexp@haw.a
1/1/1990,528.4416667,537620.25,2.425,1113.491,24920974,7.300970874,18039069.13,16200.46244,23089.39558,6723.53075,4154.645079,1492.78584,1076.09983,8.388226515,56398.49891,101.9008333,78.68333333,,410.6583333,401250,1.966666667,838.534,19996006,7.300970874,14474126.67,17261.22814,,5139.55832,2756.3911,,,,,93.20916667,86.10833333,,48.275,54887.5,4.191666667,101.709,1950401,7.300970874,1411799.493,13880.77253,,2284.862149,1820.2051,,,,,129.1858333,69.30833333,,24.05,25183.33333,3.583333333,51.676,956828,7.300970874,692600.7962,13402.75556,,1228.849543,992.0236,,,,,92.02666667,67.25833333,,45.48333333,56308.33333,3.508333333,121.572,1062643,7.300970874,1460542.164,12013.80387,,1127.373192,883.8268,,,,,126.1716667,61.39166667,
1/1/1991,539.1166667,547350.8333,2.775,1136.754,26358600,7.09373869,17815883.74,15672.59385,22696.18114,6518.460488,4116.965696,1438.584653,962.9101385,8.24931573,53772.83863,101.1683333,72.775,,415.6166667,403587.5,2.05,850.51,21051596,7.09373869,14228858.4,16729.79553,,4831.026585,2610.0588,,,,,93.51416667,80.10833333,,50.275,57104.16667,5.375,105.599,2073428,7.09373869,1401438.324,13271.32192,,2175.606118,1740.8295,251.39,183.3866185,,,123.785,69.95833333,,25.24166667,26887.5,4.125,53.379,1041555,7.09373869,703991.2132,13188.54256,,1182.326331,960.9457,107.15,114.2306307,,,95.89916667,61.60833333,,47.95,59766.66667,4.525,127.266,1063807,7.09373869,1481595.809,11641.72528,,1111.034965,861.0322,117.21,132.7927653,,,123.1091667,57.35833333,
1/1/1992,542.8166667,551562.9167,4.241666667,1158.613,28416373,4.866508956,18315419.27,15808.05607,22690.29971,6473.668888,3647.764219,1705.859528,1120.045141,8.607640322,55723.01335,104.5175,73.65,,418.0166667,406391.6667,2.775,863.959,22656831,4.866508956,14603178.21,16902.62873,,4864.159538,2315.1746,,,6.01706202,29267.94962,98.10166667,80,,52.73333333,59612.5,8.025,108.585,2299520,4.866508956,1482126.974,13649.46331,,2323.611596,1743.4037,321.14,259.0678955,,,123.0108333,63.69166667,,24.56666667,26137.5,9.6,54.439,1128894,4.866508956,727614.5665,13365.68575,,881.7303428,650.6444,109.62,121.4659428,5.718920075,5042.545358,87.51416667,69.625,,47.575,59425,7.508333333,131.63,1062567,4.866508956,1502499.517,11414.56747,,1139.978323,836.1447,133.5,170.3336231,6.330587696,7216.732746,119.6558333,58.81666667,
1/1/1993,538.8,556330.9167,4.366666667,1172.838,29463992,3.190460844,18403492.82,15691.41929,22441.599,6070.994747,3329.416465,1666.275369,1075.302913,8.867840121,53836.6108,103.1083333,72.375,,414.8,409895.8333,3.15,870.348,23381452,3.190460844,14604279.83,16779.81661,,4472.234695,2098.0581,,,6.300575148,28177.65077,96.16083333,76.775,,53.99166667,62012.5,5.358333333,111.944,2440887,3.190460844,1524601.499,13619.32305,,2263.113858,1642.4128,338.78,281.9210578,,,122.7083333,64.01666667,,22.40833333,24508.33333,12.96666667,55.461,1182243,3.190460844,738440.3498,13314.58772,,576.3657,391.2978,84.72,100.3479,5.162308545,2975.377578,65.81416667,72.56666667,,47.70833333,59925,7.6,135.085,1064392,3.190460844,1536171.143,11371.88543,,1117.655902,777.685,150.63,189.3409015,6.132432348,6853.949205,116.4108333,58.39166667,
1/1/1994,536.1166667,555748.75,5.133333333,1187.536,30111870,2.779512804,18299525.98,15409.65998,22033.42449,6364.673609,3510.434935,1819.332323,1034.90635,8.982365519,57169.82476,104.9483333,76.86666667,,411.4666667,408770.8333,3.925,878.591,23823171,2.779512804,14477770.28,16478.39584,,4629.736095,2097.3691,,,6.423983927,29741.35026,100.8208333,80.9,,54.375,62504.16667,5.783333333,114.754,2533044,2.779512804,1539376.481,13414.57798,,2340.515961,1730.1438,325.7,284.6721606,,,126.0358333,67.65833333,,22.925,25045.83333,12.25833333,56.478,1205205,2.779512804,732424.7949,12968.32032,,860.718751,645.4462,90.12,125.152551,5.612377607,4830.678644,109.0975,75.99166667,,47.34166667,59429.16667,9.225,137.713,1069484,2.779512804,1549954.421,11254.96083,,1079.534967,757.3298,147.43,174.7751671,6.476277382,6991.367891,118.2091667,63.50833333,
1/1/1995,532.8833333,557042.4167,5.508333333,1196.854,30761850,2.187784868,18294290.81,15285.31534,21749.62831,6546.75917,3492.936334,2048.411012,1005.411824,8.758671137,57340.91058,109.3558333,76.03333333,,408.1833333,409537.5,4.316666667,881.399,24270662,2.187784868,14433935.18,16376.16468,,4817.552083,2063.6294,,,6.302533208,30362.78199,102.1566667,80.49166667,,54.06666667,62625,6.858333333,117.895,2607941,2.187784868,1550961.047,13155.4438,,2326.796845,1698.8811,362.47,265.4457452,,,132.2841667,74.25,,23.50833333,25770.83333,10.73333333,57.068,1258938,2.187784868,748699.3756,13119.42552,,929.1500805,692.4749,95.52,141.1551805,5.611578719,5213.998818,124.9908333,64.16666667,,47.09166667,59125,9.583333333,140.492,1071192,2.187784868,1560695.213,11108.78351,,1081.047141,747.6933,162.88,170.4738409,6.21419364,6717.836267,111.3975,62.2,
1/1/1996,530.7333333,561683.25,5.875,1203.755,30766760,1.546238478,18018600.29,14968.66081,21645.09517,6723.141362,3588.663602,2146.883345,987.5944141,8.617492824,57936.62244,116.1725,75.325,,404.675,410983.3333,4.858333333,883.443,24191805,1.546238478,14167967.79,16037.21778,,4903.883806,2119.4411,,,6.406007654,31414.31719,105.9633333,80.83333333,,54.34166667,63737.5,6.741666667,120.689,2636335,1.546238478,1543973.646,12792.99394,,2318.610416,1690.4575,367.38,260.7729163,,,145.1791667,71.58333333,,23.33333333,25745.83333,11.29166667,57.688,1254043,1.546238478,734432.2108,12731.10891,,975.4363453,730.0055,101.7,143.7308453,5.619246694,5481.217458,126.0675,65.34166667,,48.19166667,61208.33333,9.166666667,141.935,1080588,1.546238478,1572226.647,11077.08914,,1163.699806,776.1867,216.03,171.4831056,6.205550861,7221.39833,109.5683333,66.74166667,
1/1/1997,531.6166667,566765.5833,5.791666667,1211.64,31772533,0.702781845,18477774.35,15250.21818,22172.72463,6761.135437,3515.76805,2216.890367,1028.47702,8.485777794,57373.49295,124.6408333,73.91666667,,403.725,412825,4.775,886.711,25007800,0.702781845,14543646.41,16401.78864,,4875.611523,1963.5915,,,5.642073952,27508.56077,113.2416667,77.38333333,,55.21666667,65208.33333,6.775,122.772,2726879,0.702781845,1585855.772,12917.08021,,2330.384418,1685.7869,344.68,299.9175182,,,150.52,72.35833333,,23.39166667,25858.33333,10.25,57.712,1276024,0.702781845,742090.1425,12858.50677,,997.086719,732.4435,98.33,166.313219,5.954251479,5936.905071,134.7208333,66.975,,49.35833333,62879.16667,9.258333333,144.445,1100533,0.702781845,1606182.03,11119.67898,,1205.080985,774.6055,237.24,193.235485,6.509477046,7844.447011,123.355,68.575,
1/1/1998,531.2833333,570152.25,5.65,1215.233,32268321,-0.261703984,18815347.52,15482.91358,21927.69679,6595.790105,3634.690441,2004.354232,956.7454319,8.709633223,57446.91263,128.9058333,71.56666667,,400.9416667,413625,4.841666667,886.909,25213185,-0.261703984,14701565.6,16576.18267,,4601.833868,2009.6654,,,5.767191475,26539.65705,111.6133333,72.36666667,,56.525,66708.33333,6.158333333,124.648,2848066,-0.261703984,1660679.883,13322.95651,,2304.11494,1687.2026,331.59,285.3223397,,,155.5041667,73.31666667,,23.94166667,26412.5,8.966666667,57.843,1297442,-0.261703984,756525.9475,13078.9542,,1078.399582,794.7466,112.03,171.6229818,5.82321761,6279.755435,138.1641667,65.73333333,,49.91666667,63412.5,8.733333333,145.833,1110461,-0.261703984,1696576.093,11633.69123,,1340.767491,830.0726,318.16,192.5348911,6.296860354,8442.625659,145.1058333,69.575,
1/1/1999,535.025,576314.1667,4.991666667,1210.3,33238264,1.020408163,19185145.17,15851.56173,22630.30303,6741.038,3910.07578,1825.586803,1005.375417,8.903708421,60020.23681,131.5841667,72.09166667,,401.4,414287.5,4.416666667,878.906,25804512,1.020408163,14894379.22,16946.49851,,4560.141595,2113.0317,,,5.931891924,27050.2671,108.0433333,71.75833333,,58.11666667,69329.16667,5.091666667,126.16,3044095,1.020408163,1757053.391,13927.18287,,2347.001643,1722.07,256.28,368.6516431,,,160.7416667,77.25833333,,24.60833333,27470.83333,6.858333333,58.264,1346101,1.020408163,776970.2742,13335.34042,,1089.288605,845.4258,92.57,151.2928045,5.876013841,6400.674917,144.9333333,70.35,,50.93333333,65237.5,7.808333333,146.97,1126489,1.020408163,1756742.28,11953.06716,,1307.719785,882.737,220.98,204.002785,6.062437154,7927.969011,161.8041667,65.76666667,
1/1/2000,551.3583333,584858.25,3.95,1213.519,35103604,1.76046176,19911289.85,16407.89295,23453.20476,6948.594498,4145.155571,1817.642752,985.7961753,8.882537327,61721.15,140.5808333,76.50833333,,411.9333333,416429.1667,3.85,876.629,27142806,1.76046176,15395806.01,17562.51049,,4719.243705,2317,1753.64,648.6037053,6.695217142,31596.36135,115.1733333,76.175,,60.53333333,68704.16667,3.666666667,129.078,3247543,1.76046176,1842055.02,14270.86738,,2304.66538,1713.16,274.48,317.0253803,6.942640629,16000.46351,168.8908333,80.325,,25.56666667,29000,4.5,58.568,1440760,1.76046176,817220.6466,13953.36441,,1074.821435,832.95,126.19,115.681435,6.159689225,6620.566012,148.4841667,74.63333333,,53.29166667,70733.33333,4.7,149.244,1153293,1.76046176,1856208.168,12437.40564,,1267.964512,860.79,250.74,156.434512,6.3458554,8046.319446,166.9208333,71.1,
1/1/2001,555,589215.8333,4.233333333,1225.948,36332873,1.191151446,20365960.2,16612.41766,23993.83408,6303.790218,3960.233842,1528.563475,814.992901,9.162779922,57760.24244,144.0991667,69.31666667,8885.4,412.5666667,417495.8333,4.083333333,882.755,27965171,1.191151446,15675544.28,17757.52534,,4257.535562,2238.628,1447.008,571.8995625,6.888841346,29329.48702,115.7333333,68.76666667,,62.13333333,70283.33333,4.016666667,132.428,3408604,1.191151446,1910652.466,14427.85866,,2104.477786,1612.707,227.66,264.1107857,7.12324114,14990.70274,181.7483333,73.05,,25.64583333,28937.5,5.05,59.075,1479628,1.191151446,829387.8924,14039.57499,,1008.697785,792.395,117.42,98.88278508,6.102916823,6155.998682,150.7333333,70.5,,54.7,72508.33333,4.95,151.69,1160209,1.191151446,1950375.561,12857.64098,,1181.550676,820.20234,230.082,131.2663364,6.4638381,7637.352279,173.46,63.525,
1/1/2002,556.7916667,584353.75,4.033333333,1239.613,37922558,1.036995516,21038867.13,16972.12528,25080.16644,6389.057942,4069.477844,1483.121493,836.4586044,9.151754159,58471.08759,140.2875,69.79166667,9420.7,412.8666667,412895.8333,3.941666667,890.473,29071751,1.036995516,16128571.98,18112.36498,,4276.076907,2227.361,1431.617,617.0989065,6.956624822,29747.06275,112.6225,70.175,,61.97083333,69479.16667,3.908333333,134.583,3594127,1.036995516,1993967.822,14815.89668,,2139.426721,1672.204,195.959,271.2637208,7.200125526,15404.14094,180.8716667,71.34166667,,26.01666667,29041.66667,4.383333333,59.981,1556470,1.036995516,863506.2413,14396.32953,,1005.897288,795.399,95.186,115.3122881,6.297889758,6335.030228,157.7441667,70.20833333,,55.95416667,72941.66667,4.591666667,154.576,1171653,1.036995516,2052821.082,13280.33512,,1243.313538,857.294,220.201,165.8185384,6.495770428,8076.279316,173.1758333,62.225,
1/1/2003,567.6333333,592468.5833,3.883333333,1251.154,39803892,2.330097087,21579773.38,17247.89545,26330.17078,6380.439005,4263.219351,1340.033647,777.1860063,9.21295528,58782.69922,144.7766667,72.55,9844.414237,419.6333333,417525,3.75,894.311,30498992,2.330097087,16535100.03,18489.20569,,4090.482698,2243.939037,1276.468295,570.0753662,7.276032234,29762.48396,115.7725,73.20833333,4628.172135,63.40833333,70112.5,3.741666667,137.596,3775613,2.330097087,2046957.441,14876.57665,,2196.447189,1801.623969,141.49375,253.3294697,7.821393437,17179.27763,185.4558333,74.61666667,2983.86439,27.03333333,30062.5,3.958333333,60.805,1633694,2.330097087,885711.0328,14566.41777,,975.8669848,817.428277,51.695784,106.7429238,6.7957566,6631.754503,169.3766667,74.675,1009.202978,57.3625,74766.66667,4.65,158.442,1182345,2.330097087,2112004.879,13329.82971,,1207.163908,864.514689,192.808633,149.8405864,6.801336141,8210.327519,156.7075,65.05833333,1223.174735
1/1/2004,583.4083333,598175.0833,3.241666667,1273.569,43072469,3.307129303,22604287.06,17748.77299,27984.7809,6912.094419,4573.379273,1482.085258,856.6298882,9.080024865,62761.98919,151.4558333,77.68333333,10647.60724,429.6833333,419504.1667,3.133333333,907.997,32854335,3.307129303,17241844.66,18988.87844,,4464.551482,2408.172631,1418.746794,637.6320568,6.993621397,31223.38277,123.1241667,79.61666667,5384.426687,65.90416667,71979.16667,3.066666667,140.625,4141288,3.307129303,2173334.033,15454.81979,,2207.825916,1825.413071,125.741724,256.6711212,7.693820529,16986.61636,193.3916667,77.83333333,2883.104582,28.05833333,30508.33333,3.358333333,62.095,1797479,3.307129303,943310.942,15191.41544,,1020.92131,855.359117,54.904423,110.6577695,6.867623879,7011.303564,176.8141667,78.175,1087.882663,59.6875,76183.33333,3.866666667,162.852,1197201,3.307129303,2245797.428,13790.4197,,1281.156488,919.567855,214.065569,147.5230639,6.735123516,8628.747189,164.6916667,70.2,1292.193308
1/1/2005,601.6416667,609834.5833,2.741666667,1292.729,46130670,3.804775649,23321875.63,18040.80796,29359.95956,7416.573942,4961.786459,1517.439287,937.3481957,9.126515751,67687.4789,166.0516667,81.05833333,11650.18046,442.65,427633.3333,2.675,918.181,35006198,3.804775649,17697774.52,19274.82111,,4731.842881,2580.65258,1456.374102,694.8161987,6.882764725,32568.16126,139.1383333,85.31666667,5643.156721,68.04166667,73066.66667,2.591666667,143.448,4478393,3.804775649,2264101.618,15783.43105,,2346.479923,1958.62826,110.075698,277.7759648,7.523113164,17652.834,213.8266667,79.48333333,3241.886692,28.80833333,31033.33333,2.725,62.863,1936112,3.804775649,978823.0536,15570.73403,,1090.147411,928.028,43.713802,118.4056094,6.57961754,7172.753029,179.5541667,76.23333333,1139.36851,62.18333333,78083.33333,3.325,168.237,1227912,3.804775649,2381176.441,14153.70246,,1521.536876,1091.87346,243.420075,186.2433406,6.563996776,9987.363147,174.6333333,72.175,1625.768541
1/1/2006,617.1083333,617807.3333,2.491666667,1309.731,49607512,5.839231547,23695969.43,18092.24141,29428.23024,7528.105,5173.264,1362.876,991.965,9.185027816,69145.85383,186.4666667,79.59166667,12242.74919,451.75,430850,2.408333333,926.954,37496868,5.839231547,17911090.52,19322.52358,,4688.117012,2652.058722,1303.537976,732.5203141,6.799995025,31879.17236,157.0216667,82.825,5891.721081,70.48333333,74783.33333,2.375,145.776,4902165,5.839231547,2341612.133,16063.084,,2498.233833,2060.175907,97.930309,340.1276167,7.491266053,18714.9343,244.0466667,79.93333333,3490.790855,29.64166667,31441.66667,2.433333333,63.465,2089782,5.839231547,998224.0267,15728.73279,,1204.132133,1027.536579,33.637055,142.9584993,6.391390778,7696.079012,189.3925,74.76666667,1226.65695,65.1375,80716.66667,2.95,173.536,1241952,5.839231547,2445042.751,14089.54195,,1614.408006,1198.643022,210.262871,205.5021129,6.436251949,10390.73668,190.9425,71.11666667,1633.580307
1/1/2007,624.875,620107.0833,2.683333333,1315.675,52683981,4.850250776,24001376.28,18242.63309,29517.91311,7496.820245,5146.209,1296.423,1054.188245,9.221951156,69135.31012,199.6266667,75.04166667,12578.25392,455.4166667,430550,2.516666667,925.335,39668567,4.850250776,18071910.76,19530.12775,,4694.749877,2674.880491,1239.488769,780.3806172,6.773380523,31799.32738,168.1441667,76.85,5977.780192,72.3375,76075,2.816666667,148.117,5215251,4.850250776,2375925.268,16040.86815,,2522.04271,2056.43352,81.834114,383.7750759,7.393357944,18646.36451,260.9691667,75.525,3559.726325,30.35416667,31762.5,2.6,64.49,2267695,4.850250776,1033099.625,16019.53209,,1299.044953,1099.724657,34.40106816,164.9192278,6.26701765,8141.137648,206.7808333,75.81666667,1351.188733,66.8125,81712.5,3.416666667,177.733,1257956,4.850250776,2520440.63,14181.05039,,1622.358733,1199.197017,199.016656,224.14506,6.289267483,10203.44803,202.105,67.53333333,1689.558674
1/1/2008,619.2333333,617495.6667,4.075,1332.213,55222992,4.262564691,24129542.67,18112.37593,29023.35702,6713.436,4452.341,1175.198,1085.897,9.403550313,63130.1332,200.865,70.49166667,11181.81882,452.775,430595.8333,3.641666667,933.68,41523371,4.262564691,18143528.92,19432.27757,,4193.687,2284.614321,1127.440933,781.6317453,7.105155993,29796.80032,169.0291667,74.95833333,5644.303754,71.00833333,75058.33333,4.625,151.424,5442056,4.262564691,2377892.209,15703.53583,,2129.042,1675.700467,67.265914,386.075619,7.716161924,16428.03282,269.0425,67.98333333,2984.097161,29.8375,31345.83333,4.6,65.603,2383672,4.262564691,1041539.278,15876.39709,,1030.648,866.855221,26.16696398,137.625815,7.05596337,7272.214535,205.9766667,70.16666667,1144.031092,65.57916667,80495.83333,5.675,181.506,1269368,4.262564691,2566582.263,14140.48165,,1321.274,929.099424,174.701232,217.473344,6.86243194,9067.152899,201.3733333,59.94166667,1409.386818
1/1/2009,591.4916667,593298.6667,6.808333333,1346.717,55666358,0.518875035,24197714.39,17967.92822,28291.48699,6420.447947,4280.286111,1168.079677,972.082159,9.384868627,60255.0605,177.0483333,64.86666667,9794.288762,437.2666667,417987.5,5.758333333,943.177,42363319,0.518875035,18414991.22,19524.42778,,4024.888335,2216.002164,1132.226275,676.6598952,7.348371462,29576.37458,150.1983333,72.40833333,5010.633955,65.50416667,69904.16667,8.733333333,153.393,5260942,0.518875035,2286888.823,14908.6909,,1932.357144,1535.489467,57.102512,339.765165,8.071708114,15597.42284,236.02,58.94166667,2570.20566,27.51666667,29204.16667,9.341666667,66.518,2342600,0.518875035,1018309.222,15308.77691,,928.1121417,789.707964,20.89216957,117.5120081,7.360440885,6831.314554,188.7275,57.19166667,999.1166142,61.32916667,76220.83333,9.75,183.629,1258192,0.518875035,2477525.125,13492.01447,,1215.256123,858.785521,164.745307,191.7252953,6.960506293,8458.797894,184.9475,53.54166667,1214.332532
1/1/2010,586.9083333,603651.1667,6.741666667,1363.731,56827238,2.095649604,24195290.99,17741.9821,28647.88457,6916.894213,4534.85138,1239.306525,1142.736308,9.39025989,64951.43429,174.5341667,70.71666667,10966.59862,434.4333333,428104.1667,5.708333333,956.166,43243596,2.095649604,18411793.81,19255.85495,,4328.849208,2285.688119,1185.367573,857.793516,7.293541625,31572.64189,149.695,78.2,5572.127214,64.575,70220.83333,8.516666667,154.962,5385108,2.095649604,2292813.441,14795.97218,,2122.634689,1662.345646,62.05985244,398.229191,8.122681205,17241.4849,225.5141667,68.14166667,2904.470987,27.65833333,30016.66667,8.775,67.206,2402549,2.095649604,1022931.506,15220.83603,,964.7238392,799.3748273,21.35566537,143.9933466,7.395588761,7134.700783,186.3491667,59.30833333,1124.252826,60.30833333,75316.66667,9.95,185.307,1269452,2.095649604,2467752.236,13317.10209,,1290.85908,880.754198,187.2359484,222.8689337,7.003344622,9040.330996,183.6075,56.2,1365.747589
1/1/2011,593.3916667,614030.0833,6.475,1376.897,60095000,3.726758321,24667312.48,17915.14723,28632.47162,7174.397439,4637.010437,1241.805104,1295.581897,9.453877034,67825.87118,189.4883333,73.3,12047.40219,439.6333333,433408.3333,5.525,965.629,45662776,3.726758321,18743289.19,19410.44562,,4401.623907,2294.809579,1193.378138,913.4361891,7.467618924,32869.64998,164.7725,80.75,6257.906215,65.80833333,72137.5,7.691666667,156.561,5767057,3.726758321,2367215.194,15120.08223,,2211.412938,1688.917364,63.68268608,458.8128883,8.119294311,17955.11249,245.6133333,70.31666667,3154.258043,27.76666667,30466.66667,8.525,67.731,2550930,3.726758321,1047085.239,15459.46817,,1011.499544,837.9448575,23.57099637,149.9836901,7.530670365,7617.26964,203.1908333,63.90833333,1174.803946,60.25,78008.33333,9.591666667,186.886,1318916,3.726758321,2509722.849,13429.16457,,1318.310451,913.6255233,156.662,248.0229279,7.334346543,9668.9457,185.1875,58.24166667,1460.433984
1/1/2012,606.2833333,612066.1667,5.691666667,1390.09,62329613,2.40228715,24984362.33,17973.19766,29065.89651,7867.142679,4878.448756,1465.653872,1523.040051,9.363488905,73663.90319,204.57,76.88333333,14192.67429,448.4,432866.6667,5.05,974.99,47382065,2.40228715,18992748.76,19479.94211,,4904.045463,2408.993716,1409.720644,1085.331103,7.372826965,36156.67863,183.2958333,84.65833333,7672.464744,68.05,72700,6.183333333,158.04,6001567,2.40228715,2405683.547,15221.99156,,2353.329214,1766.953834,69.71911757,516.6562624,8.096504162,19053.73978,259.9091667,72.49166667,3569.151569,28.20833333,30354.16667,7.158333333,68.395,2627324,2.40228715,1053143.307,15397.95756,,1084.680977,891.9777677,27.90714469,164.796065,7.532619228,8170.488787,211.2766667,68.81666667,1290.297616,61.65,76141.66667,8.166666667,188.575,1340656,2.40228715,2532786.718,13431.19034,,1433.281778,956.241,197.901,279.1397775,7.279696526,10433.85638,192.0533333,62.025,1660.760358
1/1/2013,617.625,617873.8333,4.775,1404.054,64098285,1.78354902,25243098.33,17978.72327,29628.94409,8064.291,4918.075,1523.302,1622.914,9.238707844,74503.62852,226.9925,76.36666667,14484.62871,455.7166667,437229.1667,4.291666667,983.429,,1.78354902,,,,5100.169,2446.794,1460.972,1192.403,6.960019969,35497.27808,208.8016667,83.80833333,7277.933032,69.78333333,73529.16667,5.141666667,160.202,,1.78354902,,,,2406.605,1776.024,79.661,550.92,8.223008851,19789.53422,278.2883333,72.91666667,3854.753551,28.90833333,30537.5,5.683333333,69.512,,1.78354902,,,,1113.523,905.108,29.386,179.029,7.630652492,8496.907055,225.7525,69.2,1453.176265,63.25833333,76570.83333,6.766666667,190.821,1401530,1.78354902,551948.6145,2892.494089,,1450.247,948.326,198.364,303.557,7.395513004,10725.32055,214.0525,61.04166667,1898.765863
