Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Intrahousehold Transfers, Health",0,158,68,62,65,81,31,29,26,24,21,19,17,15,14,12,11,11,11,9,7,4,1,-3,-6,-10,-13,-17,-21,-26,-29,-32,-36,-38,-41,-41,-42,-43,-42,-40,-39,-37,-37,-34,-33,-33,-32,-33,-32,-32,-33,-33,-33,-35,-37,-35,-33,-32,-30,-21,-19,-18,-15,-15,-16,-15,-15,-15,-15,-11,-18,-17,-16,-12,-12,-12,-8,-3,-5,-2,0,9,13,14,21,28,34,36,36,40,39,26,
"Intrahousehold Transfers, Health, Inflows",18,158,68,62,65,81,31,29,26,24,21,19,17,15,14,12,11,11,11,10,10,9,9,8,7,6,7,6,5,4,3,3,2,2,2,2,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,6,13,15,15,16,16,17,18,17,17,19,21,14,15,16,17,19,21,24,27,28,31,34,42,45,47,55,61,65,65,63,64,60,43,
"Intrahousehold Transfers, Health, Outflows",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,8,11,14,16,20,23,26,30,32,35,38,40,43,43,43,43,42,41,40,37,37,36,35,35,34,35,35,34,35,35,35,37,37,37,36,36,36,34,33,33,31,31,33,33,32,32,34,32,33,32,32,30,31,32,31,31,33,33,34,33,33,34,34,33,31,29,27,24,21,18,
"Intrahousehold Transfers, Consumption other than health and education",0,"2,581","2,687","2,792","2,898","3,003","3,109","3,192","3,282","3,395","3,527","3,673","3,782","3,880","3,905","3,975","4,016","3,964","3,913","3,745","3,519","3,155","2,741","2,246","1,730","1,279",779,223,-311,-907,"-1,483","-2,014","-2,493","-2,960","-3,369","-3,691","-4,065","-4,342","-4,580","-4,709","-4,838","-4,963","-5,036","-5,017","-5,100","-5,115","-5,155","-5,185","-5,176","-5,170","-5,173","-5,104","-5,066","-5,053","-5,034","-4,873","-4,802","-4,667","-4,498","-4,268","-4,092","-3,950","-3,801","-3,690","-3,496","-3,314","-3,220","-3,114","-2,934","-2,848","-2,899","-2,833","-2,743","-2,367","-2,108","-2,042","-1,899","-1,626","-1,530","-1,408","-1,269","-1,082",-958,-908,-860,-609,-387,-280,-290,46,166,"1,106",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","2,244","2,581","2,687","2,792","2,898","3,003","3,109","3,192","3,282","3,395","3,527","3,674","3,782","3,881","3,908","3,984","4,048","4,029","4,021","3,926","3,803","3,564","3,299","2,989","2,688","2,465","2,223","1,948","1,706","1,436","1,240","1,081","1,007",939,912,894,801,746,692,683,681,681,690,760,743,782,763,770,779,776,770,788,770,739,676,743,722,764,834,927,977,"1,016","1,038","1,032","1,124","1,162","1,103","1,100","1,195","1,169","1,044","1,059","1,048","1,304","1,457","1,458","1,507","1,653","1,665","1,693","1,719","1,800","1,804","1,802","1,745","1,852","1,961","1,964","1,830","2,040","2,052","2,532",
"Intrahousehold Transfers, Consumption other than health and education, Outflows","2,244",0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,33,65,108,182,284,409,558,743,958,"1,186","1,444","1,725","2,017","2,344","2,723","3,095","3,500","3,899","4,281","4,585","4,866","5,088","5,272","5,392","5,519","5,644","5,727","5,777","5,843","5,897","5,917","5,955","5,955","5,946","5,943","5,892","5,836","5,792","5,710","5,615","5,524","5,431","5,332","5,195","5,069","4,965","4,840","4,722","4,619","4,476","4,323","4,214","4,130","4,017","3,944","3,892","3,791","3,671","3,564","3,500","3,406","3,278","3,195","3,102","2,987","2,882","2,761","2,710","2,605","2,461","2,348","2,244","2,120","1,995","1,886","1,426",
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,11,-60,-54,-49,-44,-39,-34,-30,-26,-23,-18,-14,-8,-3,1,4,4,3,4,3,1,2,2,4,11,19,28,44,57,67,76,81,79,73,69,66,64,62,62,60,58,56,53,49,45,42,39,36,35,31,27,24,21,18,17,15,14,13,10,4,
"Intrahousehold Transfers, Saving, Inflows",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,11,14,17,19,20,22,23,24,24,23,22,21,20,21,21,23,24,28,31,37,41,51,64,82,95,106,107,103,95,89,84,82,79,73,69,66,64,62,62,60,58,56,53,49,45,42,39,36,35,31,27,24,21,19,17,16,15,13,11,5,
"Intrahousehold Transfers, Saving, Outflows",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,71,68,65,61,57,53,49,46,41,35,29,24,20,19,21,25,28,34,40,49,63,78,84,87,80,59,38,22,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
Asset-based Reallocations,"2,702",30,30,31,33,35,36,37,38,39,41,43,45,47,50,53,312,449,466,553,704,998,"1,140","1,308","1,556","1,573","1,842","2,252","2,613","3,136","3,682","4,101","4,313","4,605","4,718","4,738","4,913","5,189","5,288","5,477","5,653","5,948","6,182","6,225","6,301","6,341","6,338","6,470","6,566","6,663","6,818","6,824","6,823","6,741","6,753","6,601","6,586","6,561","6,455","6,353","6,279","6,223","6,160","6,184","6,212","6,042","5,880","5,624","5,423","5,251","5,261","5,364","5,519","5,326","5,282","5,201","5,091","5,059","5,173","4,981","5,003","4,933","4,801","4,691","4,911","4,793","4,850","4,788","4,822","4,583","4,594","3,544",
Public Asset-based Reallocations,125,30,30,31,32,33,34,35,37,38,39,41,42,44,47,49,55,62,69,77,86,96,107,117,126,135,145,157,172,184,200,208,212,213,217,215,218,221,231,240,245,257,267,270,272,272,268,257,246,236,222,209,201,194,192,183,177,166,162,153,147,141,135,127,123,117,108,94,84,76,71,69,67,64,62,59,58,56,56,55,53,52,51,49,48,47,45,44,43,42,41,40,
Public Asset Income,385,91,94,97,100,103,106,109,113,117,121,126,131,137,144,151,169,191,214,237,266,297,330,362,390,417,448,487,533,568,619,643,655,660,670,664,675,683,714,743,758,794,826,834,842,841,830,794,761,729,688,646,622,598,592,567,546,514,500,473,454,435,417,392,379,361,335,290,260,235,220,214,208,199,190,183,179,174,172,169,165,161,158,152,148,144,141,136,132,130,128,122,
Public Saving,261,62,64,66,68,70,72,74,77,79,82,85,89,93,97,102,114,129,145,161,180,201,223,245,264,282,303,329,361,384,419,435,443,446,453,449,457,462,483,503,513,537,559,564,570,569,562,537,515,493,465,437,421,405,401,384,369,347,338,320,307,294,282,265,256,244,227,196,176,159,149,145,141,135,129,124,121,117,116,114,112,109,107,103,100,98,95,92,89,88,86,83,
Private Asset-based Reallocations,"2,577",0,0,0,1,2,2,1,2,2,2,2,2,3,3,4,258,387,396,477,618,902,"1,034","1,191","1,430","1,438","1,697","2,095","2,441","2,953","3,482","3,893","4,101","4,391","4,501","4,523","4,695","4,968","5,057","5,236","5,407","5,691","5,915","5,955","6,029","6,069","6,070","6,213","6,320","6,427","6,596","6,616","6,622","6,548","6,562","6,418","6,410","6,395","6,293","6,200","6,132","6,082","6,025","6,057","6,089","5,925","5,772","5,530","5,339","5,175","5,190","5,295","5,452","5,261","5,220","5,142","5,033","5,003","5,117","4,926","4,950","4,881","4,750","4,642","4,863","4,747","4,805","4,744","4,780","4,541","4,552","3,505",
Private Asset Income,"3,379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,225,450,689,955,"1,262","1,585","1,919","2,288","2,758","3,295","3,819","4,400","4,962","5,430","5,794","6,206","6,503","6,741","6,926","7,119","7,254","7,413","7,633","7,910","8,197","8,534","8,876","9,172","9,412","9,611","9,721","9,784","9,754","9,733","9,700","9,653","9,554","9,510","9,469","9,455","9,445","9,563","9,703","9,791","9,829","9,869","9,804","9,690","9,581","9,488","9,374","9,321","9,286","9,248","9,189","9,129","8,995","8,854","8,710","8,562","8,434","8,336","8,233","8,132","8,027","7,852","7,610","7,404","7,094","6,791","5,330",
"Private Capital Income, business & non-profits","3,417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,246,511,788,"1,093","1,441","1,795","2,150","2,535","3,029","3,592","4,140","4,750","5,337","5,804","6,151","6,549","6,813","7,011","7,164","7,321","7,410","7,525","7,707","7,948","8,205","8,513","8,829","9,102","9,322","9,497","9,592","9,633","9,568","9,509","9,442","9,358","9,222","9,157","9,098","9,070","9,052","9,188","9,355","9,470","9,524","9,581","9,512","9,380","9,254","9,150","9,021","8,968","8,940","8,913","8,867","8,822","8,692","8,552","8,411","8,264","8,132","8,033","7,940","7,857","7,781","7,649","7,426","7,229","6,907","6,563","5,097",
"Private Capital Income, owner-occupied housing",517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,24,37,53,76,109,150,200,258,324,387,454,519,590,657,729,800,873,936,"1,002","1,066","1,129","1,189","1,255","1,310","1,372","1,433","1,491","1,541","1,591","1,628","1,662","1,687","1,713","1,735","1,755","1,766","1,777","1,786","1,798","1,804","1,813","1,820","1,822","1,822","1,822","1,820","1,819","1,820","1,818","1,816","1,815","1,811","1,805","1,795","1,785","1,771","1,757","1,739","1,716","1,696","1,679","1,652","1,621","1,587","1,528","1,477","1,437","1,392","1,369","1,129",
Private Property Income,-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-36,-85,-136,-192,-255,-319,-381,-448,-529,-621,-708,-804,-894,-963,"-1,014","-1,072","-1,110","-1,143","-1,174","-1,205","-1,222","-1,241","-1,263","-1,292","-1,318","-1,351","-1,386","-1,421","-1,450","-1,477","-1,498","-1,512","-1,502","-1,489","-1,476","-1,460","-1,434","-1,424","-1,415","-1,412","-1,410","-1,438","-1,472","-1,501","-1,517","-1,534","-1,527","-1,510","-1,492","-1,480","-1,463","-1,462","-1,465","-1,470","-1,473","-1,479","-1,468","-1,455","-1,440","-1,418","-1,394","-1,376","-1,359","-1,346","-1,341","-1,325","-1,292","-1,262","-1,205","-1,141",-896,
Private Saving,802,0,0,0,-1,-2,-2,-1,-2,-2,-2,-2,-2,-3,-3,-4,-258,-387,-396,-477,-559,-676,-584,-502,-475,-175,-112,-176,-153,-195,-187,-74,298,571,929,"1,271","1,511","1,535","1,684","1,689","1,712","1,563","1,497","1,678","1,882","2,129","2,464","2,663","2,852","2,985","3,015","3,106","3,162","3,206","3,171","3,282","3,244","3,159","3,217","3,270","3,323","3,363","3,538","3,646","3,702","3,903","4,098","4,274","4,351","4,406","4,298","4,079","3,870","4,025","4,028","4,046","4,095","3,993","3,736","3,784","3,612","3,552","3,586","3,591","3,268","3,280","3,047","2,866","2,624","2,553","2,239","1,825",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
